,Election,CandidateID,CandidateName,ContributionType,City,State,ZipCode,Amount,PurposeCode,Purpose
16,2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144.0,5.24,Professional Services,Prof. Srvcs.
17,2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144.0,3.74,Professional Services,Prof. Srvcs.
18,2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144.0,13.64,Professional Services,Prof. Srvcs.
19,2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144.0,8.99,Professional Services,Prof. Srvcs.
20,2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144.0,10.64,Professional Services,Prof. Srvcs.
21,2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144.0,17.24,Professional Services,Prof. Srvcs.
22,2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144.0,10.12,Professional Services,Prof. Srvcs.
23,2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144.0,3.74,Professional Services,Prof. Srvcs.
24,2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144.0,9.42,Professional Services,Prof. Srvcs.
25,2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144.0,9.37,Professional Services,Prof. Srvcs.
26,2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144.0,8.69,Professional Services,Prof. Srvcs.
27,2021,1991,"Aaron,Foldenauer",Corporation,Somerville,MA,2144.0,-1.49,,
28,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,3244.3,Fundraising,Fundraising
29,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,1811.61,Fundraising,Fundraising
30,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,142.9,Fundraising,Fundraising
31,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,5717.24,Fundraising,Fundraising
32,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,853.94,Fundraising,Fundraising
33,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,264.61,Fundraising,Fundraising
34,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,319.13,Fundraising,Fundraising
35,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,488.72,Fundraising,Fundraising
36,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,1992.66,Fundraising,Fundraising
37,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,3086.95,Fundraising,Fundraising
38,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,3882.99,Fundraising,Fundraising
39,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,7274.23,Fundraising,Fundraising
40,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,265.91,Fundraising,Fundraising
41,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,543.42,Fundraising,Fundraising
42,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,1532.06,Fundraising,Fundraising
43,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,832.47,Fundraising,Fundraising
44,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,2099.38,Fundraising,Fundraising
45,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,1250.76,Fundraising,Fundraising
46,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,2236.01,Fundraising,Fundraising
47,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,1357.73,Fundraising,Fundraising
48,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,7239.51,Fundraising,Fundraising
49,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,4046.83,Fundraising,Fundraising
50,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,10849.44,Fundraising,Fundraising
51,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,6706.28,Fundraising,Fundraising
52,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,6268.53,Fundraising,Fundraising
53,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,3793.82,Fundraising,Fundraising
54,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,8385.47,Fundraising,Fundraising
55,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,4998.74,Fundraising,Fundraising
56,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,4312.03,Fundraising,Fundraising
57,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,7231.57,Fundraising,Fundraising
58,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,3105.19,Fundraising,Fundraising
59,2021,2303,"Shaun,Donovan",Corporation,West Somerville,MA,2144.0,4951.54,Fundraising,Fundraising
60,2021,2279,"Loree,Sutton",Corporation,Somerville,MA,,279.83,Political Contributions,Polit Contribs.
61,2021,2279,"Loree,Sutton",Corporation,Somerville,MA,,499.65,Fundraising,Fundraising
62,2021,2279,"Loree,Sutton",Corporation,Somerville,MA,,634.36,Political Contributions,Polit Contribs.
63,2021,2279,"Loree,Sutton",Corporation,Somerville,MA,,241.15,Political Contributions,Polit Contribs.
64,2021,2279,"Loree,Sutton",Corporation,Somerville,MA,,17.25,Political Contributions,Polit Contribs.
65,2021,2279,"Loree,Sutton",Corporation,Somerville,MA,,3.15,Political Contributions,Polit Contribs.
66,2021,2279,"Loree,Sutton",Corporation,Somerville,MA,,1.28,Political Contributions,Polit Contribs.
67,2021,2279,"Loree,Sutton",Corporation,Somerville,MA,,51.64,Political Contributions,Polit Contribs.
68,2021,2279,"Loree,Sutton",Corporation,Somerville,MA,,189.45,Political Contributions,Polit Contribs.
69,2021,2279,"Loree,Sutton",Corporation,Somerville,MA,,48.42,Political Contributions,Polit Contribs.
70,2021,2279,"Loree,Sutton",Corporation,Somerville,MA,,212.31,Political Contributions,Polit Contribs.
71,2021,2279,"Loree,Sutton",Corporation,Somerville,MA,,23.85,Political Contributions,Polit Contribs.
72,2021,2279,"Loree,Sutton",Corporation,Somerville,MA,,15.93,Political Contributions,Polit Contribs.
73,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,15053.69,Campaign Consultants,Campgn Consuls.
74,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,526.08,Campaign Consultants,Campgn Consuls.
75,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,1125.0,Campaign Consultants,Campgn Consuls.
76,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,750.0,Campaign Consultants,Campgn Consuls.
77,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,750.0,Campaign Consultants,Campgn Consuls.
78,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,2978.37,Campaign Consultants,Campgn Consuls.
79,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,2500.0,Campaign Consultants,Campgn Consuls.
80,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,2904.82,Campaign Consultants,Campgn Consuls.
81,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,2512.7,Campaign Consultants,Campgn Consuls.
82,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,2608.9,Campaign Consultants,Campgn Consuls.
83,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,2500.0,Campaign Consultants,Campgn Consuls.
84,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,2500.0,Campaign Consultants,Campgn Consuls.
85,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,15000.0,Campaign Consultants,Campgn Consuls.
86,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,15000.0,Campaign Consultants,Campgn Consuls.
87,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,15000.0,Campaign Consultants,Campgn Consuls.
88,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,15000.0,Campaign Consultants,Campgn Consuls.
89,2021,2303,"Shaun,Donovan",Limited Liability Company,BOWLING GREEN,NY,10004.0,15000.0,Campaign Consultants,Campgn Consuls.
90,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,526.8,Campaign Workers Salaries,Campgn Wrkrs $$
91,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,5931.6,Campaign Workers Salaries,Campgn Wrkrs $$
92,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,184.58,Campaign Workers Salaries,Campgn Wrkrs $$
93,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,76.05,Campaign Workers Salaries,Campgn Wrkrs $$
94,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,126.45,Campaign Workers Salaries,Campgn Wrkrs $$
95,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,1313.75,Campaign Workers Salaries,Campgn Wrkrs $$
96,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,1156.95,Campaign Workers Salaries,Campgn Wrkrs $$
97,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,252.9,Campaign Workers Salaries,Campgn Wrkrs $$
98,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,994.95,Campaign Workers Salaries,Campgn Wrkrs $$
99,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,25.0,Campaign Workers Salaries,Campgn Wrkrs $$
100,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,879.75,Campaign Workers Salaries,Campgn Wrkrs $$
101,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,126.45,Campaign Workers Salaries,Campgn Wrkrs $$
102,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,126.45,Campaign Workers Salaries,Campgn Wrkrs $$
103,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,879.75,Campaign Workers Salaries,Campgn Wrkrs $$
104,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,15.0,Campaign Workers Salaries,Campgn Wrkrs $$
105,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,879.75,Campaign Workers Salaries,Campgn Wrkrs $$
106,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,168.83,Campaign Workers Salaries,Campgn Wrkrs $$
107,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,879.75,Campaign Workers Salaries,Campgn Wrkrs $$
108,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,75.83,Campaign Workers Salaries,Campgn Wrkrs $$
109,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,15.0,Office Expenses,Office Expenses
110,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,879.75,Campaign Workers Salaries,Campgn Wrkrs $$
111,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,75.83,Campaign Workers Salaries,Campgn Wrkrs $$
112,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,879.75,Campaign Workers Salaries,Campgn Wrkrs $$
113,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,141.45,Campaign Workers Salaries,Campgn Wrkrs $$
114,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,141.45,Campaign Workers Salaries,Campgn Wrkrs $$
115,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,75.83,Campaign Workers Salaries,Campgn Wrkrs $$
116,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,879.75,Campaign Workers Salaries,Campgn Wrkrs $$
117,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,70.05,Campaign Workers Salaries,Campgn Wrkrs $$
118,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,141.45,Campaign Workers Salaries,Campgn Wrkrs $$
119,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,2874.06,Campaign Workers Salaries,Campgn Wrkrs $$
120,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,148.75,Campaign Workers Salaries,Campgn Wrkrs $$
121,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,151.95,Campaign Workers Salaries,Campgn Wrkrs $$
122,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,5610.61,Campaign Workers Salaries,Campgn Wrkrs $$
123,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,382.09,Campaign Workers Salaries,Campgn Wrkrs $$
124,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,97.65,Campaign Workers Salaries,Campgn Wrkrs $$
125,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,165.95,Campaign Workers Salaries,Campgn Wrkrs $$
126,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,493.94,Campaign Workers Salaries,Campgn Wrkrs $$
127,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,169.45,Campaign Workers Salaries,Campgn Wrkrs $$
128,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,6481.17,Campaign Workers Salaries,Campgn Wrkrs $$
129,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,7177.73,Campaign Workers Salaries,Campgn Wrkrs $$
130,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,584.97,Campaign Workers Salaries,Campgn Wrkrs $$
131,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,176.45,Campaign Workers Salaries,Campgn Wrkrs $$
132,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,188.26,Office Expenses,Office Expenses
133,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,603.75,Campaign Workers Salaries,Campgn Wrkrs $$
134,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,6647.78,Campaign Workers Salaries,Campgn Wrkrs $$
135,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,848.24,Campaign Workers Salaries,Campgn Wrkrs $$
136,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,6340.31,Campaign Workers Salaries,Campgn Wrkrs $$
137,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,597.82,Campaign Workers Salaries,Campgn Wrkrs $$
138,2021,2303,"Shaun,Donovan",Limited Liability Company,El Paso,TX,79912.0,188.26,Campaign Workers Salaries,Campgn Wrkrs $$
139,2021,1160,"Ruben,Diaz Jr.",Other,Brooklyn,NY,11221.0,100.0,Other,Other: explntion
140,2021,2303,"Shaun,Donovan",Limited Liability Company,Forest Hills,NY,11375.0,300.0,Professional Services,Prof. Srvcs.
141,2021,2303,"Shaun,Donovan",Limited Liability Company,Rego Park,NY,11374.0,1193.48,Campaign Consultants,Campgn Consuls.
142,2021,2303,"Shaun,Donovan",Limited Liability Company,Rego Park,NY,11374.0,8000.0,Campaign Consultants,Campgn Consuls.
143,2021,2303,"Shaun,Donovan",Limited Liability Company,Rego Park,NY,11374.0,3000.0,Campaign Consultants,Campgn Consuls.
144,2021,2303,"Shaun,Donovan",Limited Liability Company,Rego Park,NY,11374.0,3000.0,Campaign Consultants,Campgn Consuls.
145,2021,2303,"Shaun,Donovan",Limited Liability Company,Rego Park,NY,11374.0,3000.0,Campaign Consultants,Campgn Consuls.
146,2021,2303,"Shaun,Donovan",Limited Liability Company,Rego Park,NY,11374.0,3000.0,Campaign Consultants,Campgn Consuls.
147,2021,2303,"Shaun,Donovan",Limited Liability Company,Rego Park,NY,11374.0,3000.0,Campaign Consultants,Campgn Consuls.
148,2021,2303,"Shaun,Donovan",Limited Liability Company,Rego Park,NY,11374.0,8000.0,Campaign Consultants,Campgn Consuls.
149,2021,2303,"Shaun,Donovan",Limited Liability Company,Rego Park,NY,11374.0,8000.0,Campaign Consultants,Campgn Consuls.
150,2021,2303,"Shaun,Donovan",Limited Liability Company,Rego Park,NY,11374.0,8000.0,Campaign Consultants,Campgn Consuls.
151,2021,2303,"Shaun,Donovan",Limited Liability Company,Rego Park,NY,11374.0,8000.0,Campaign Consultants,Campgn Consuls.
152,2021,2303,"Shaun,Donovan",Limited Liability Company,Rego Park,NY,11374.0,8000.0,Campaign Consultants,Campgn Consuls.
153,2021,1160,"Ruben,Diaz Jr.",Corporation,New York,NY,10016.0,1000.0,Other,Other: explntion
154,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,165.12,Office Expenses,Office Expenses
155,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,10.0,Office Expenses,Office Expenses
156,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,15.0,Other,Other: explntion
157,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,50.0,Other,Other: explntion
158,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,0.25,Other,Other: explntion
159,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,0.75,Other,Other: explntion
160,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,15.0,Other,Other: explntion
161,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,0.75,Other,Other: explntion
162,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,0.5,Office Expenses,Office Expenses
163,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,1.5,Office Expenses,Office Expenses
164,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,1.46,Office Expenses,Office Expenses
165,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,1.25,Office Expenses,Office Expenses
166,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,2.17,Office Expenses,Office Expenses
167,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,3.09,Office Expenses,Office Expenses
168,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,5.68,Office Expenses,Office Expenses
169,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,12.22,Office Expenses,Office Expenses
170,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,85.92,Other,Other: explntion
171,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,10.0,Other,Other: explntion
172,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,133.86,Other,Other: explntion
173,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,34.71,Other,Other: explntion
174,2021,2303,"Shaun,Donovan",Other,New York,NY,10001.0,-50.0,,
175,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,12.02,Office Expenses,Office Expenses
176,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,14.14,Office Expenses,Office Expenses
177,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,58.62,Petition Expenses,Petition Expns.
178,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,78.59,Petition Expenses,Petition Expns.
179,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,29.39,Petition Expenses,Petition Expns.
180,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,2.17,Office Expenses,Office Expenses
181,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,14.14,Office Expenses,Office Expenses
182,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,82.62,Office Expenses,Office Expenses
183,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,14.14,Office Expenses,Office Expenses
184,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,337.33,Office Expenses,Office Expenses
185,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,18.27,Fundraising,Fundraising
186,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,21.76,Fundraising,Fundraising
187,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,14.14,Office Expenses,Office Expenses
188,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,254.07,Office Expenses,Office Expenses
189,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,234.03,Office Expenses,Office Expenses
190,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,230.05,Office Expenses,Office Expenses
191,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,21.76,Office Expenses,Office Expenses
192,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,30.97,Office Expenses,Office Expenses
193,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,214.48,Office Expenses,Office Expenses
194,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,11.69,Office Expenses,Office Expenses
195,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,19.59,Office Expenses,Office Expenses
196,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,178.97,Office Expenses,Office Expenses
197,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,184.0,Office Expenses,Office Expenses
198,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,485.42,Office Expenses,Office Expenses
199,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,50.07,Office Expenses,Office Expenses
200,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,105.49,Office Expenses,Office Expenses
201,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,105.49,Office Expenses,Office Expenses
202,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,21.94,Office Expenses,Office Expenses
203,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,14.14,Office Expenses,Office Expenses
204,2021,2303,"Shaun,Donovan",Corporation,Seattle,WA,98109.0,-105.49,,
205,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,19.56,Office Expenses,Office Expenses
206,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,71.72,Office Expenses,Office Expenses
207,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,27.69,Office Expenses,Office Expenses
208,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,178.09,Office Expenses,Office Expenses
209,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,34.83,Office Expenses,Office Expenses
210,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,260.21,Office Expenses,Office Expenses
211,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,86.01,Office Expenses,Office Expenses
212,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,86.01,Office Expenses,Office Expenses
213,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,48.99,Office Expenses,Office Expenses
214,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,42.46,Office Expenses,Office Expenses
215,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,43.54,Office Expenses,Office Expenses
216,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,39.08,Petition Expenses,Petition Expns.
217,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,139.01,Petition Expenses,Petition Expns.
218,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,54.15,Petition Expenses,Petition Expns.
219,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,36.64,Office Expenses,Office Expenses
220,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,57.53,Office Expenses,Office Expenses
221,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,178.09,Office Expenses,Office Expenses
222,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,21.73,Office Expenses,Office Expenses
223,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,229.87,Office Expenses,Office Expenses
224,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,-48.99,,
225,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,-42.46,,
226,2021,1991,"Aaron,Foldenauer",Corporation,Seattle,WA,98109.0,-86.01,,
227,2021,2303,"Shaun,Donovan",Corporation,DFW Airport,TX,75261.0,270.4,Other,Other: explntion
228,2021,2303,"Shaun,Donovan",Corporation,DFW Airport,TX,75261.0,258.4,Other,Other: explntion
229,2021,2303,"Shaun,Donovan",Corporation,DFW Airport,TX,75261.0,258.4,Other,Other: explntion
230,2021,2303,"Shaun,Donovan",Corporation,Washington,DC,20001.0,244.0,Other,Other: explntion
231,2021,2303,"Shaun,Donovan",Corporation,Washington,DC,20001.0,99.0,Other,Other: explntion
232,2021,2303,"Shaun,Donovan",Corporation,Washington,DC,20001.0,-122.0,,
233,2021,2303,"Shaun,Donovan",Corporation,Washington,DC,20001.0,-19.0,,
